status,x,y,z,azimuth,elevation,roll,button,quality,time,image_ts,image_filename
0x0000,237.083,158.39,-14.622,-155.181,-44.062,59.308,1,6,1743801355933,1743801355932,data_Color_1743801355932.37890625000000.png
0x0000,237.306,157.274,-14.511,-155.801,-43.664,59.705,1,6,1743801356000,1743801355999,data_Color_1743801355999.43188476562500.png
0x0000,237.865,156.381,-14.622,-156.062,-43.5,59.805,1,6,1743801356066,1743801356066,data_Color_1743801356066.79638671875000.png
0x0000,238.423,155.265,-14.846,-156.302,-43.279,59.883,1,6,1743801356133,1743801356134,data_Color_1743801356134.00097656250000.png
0x0000,238.981,154.372,-14.957,-156.565,-43.048,60.056,1,6,1743801356200,1743801356201,data_Color_1743801356201.00830078125000.png
0x0000,239.316,153.479,-14.846,-156.818,-42.876,60.24,1,6,1743801356266,1743801356268,data_Color_1743801356268.43237304687500.png
0x0000,239.65,152.809,-14.734,-157.044,-42.8,60.38,1,6,1743801356333,1743801356335,data_Color_1743801356335.74926757812500.png
0x0000,239.985,152.251,-14.399,-157.204,-42.762,60.434,1,6,1743801356399,1743801356403,data_Color_1743801356403.42285156250000.png
0x0000,240.432,151.581,-14.288,-157.335,-42.753,60.409,1,6,1743801356466,1743801356469,data_Color_1743801356469.66357421875000.png
0x0000,240.767,151.023,-14.399,-157.374,-42.81,60.282,1,6,1743801356533,1743801356536,data_Color_1743801356536.77636718750000.png
0x0000,241.102,150.465,-14.622,-157.382,-42.867,60.13,1,6,1743801356599,1743801356604,data_Color_1743801356604.23486328125000.png
0x0000,241.436,150.242,-14.846,-157.399,-42.934,60.001,1,6,1743801356666,1743801356671,data_Color_1743801356671.24047851562500.png
0x0000,241.548,150.13,-14.846,-157.449,-42.982,59.956,1,6,1743801356743,1743801356738,data_Color_1743801356738.45043945312500.png
0x0000,241.548,150.242,-14.734,-157.531,-42.991,59.96,1,7,1743801356810,1743801356805,data_Color_1743801356805.77954101562500.png
0x0000,241.66,150.465,-14.288,-158.086,-43.192,60.052,1,7,1743801356876,1743801356872,data_Color_1743801356872.85131835937500.png
0x0000,241.883,151.135,-14.064,-159.501,-43.751,60.471,1,7,1743801356943,1743801356940,data_Color_1743801356940.18554687500000.png
0x0000,242.441,151.358,-14.064,-160.83,-44.247,61.093,1,7,1743801357010,1743801357007,data_Color_1743801357007.25048828125000.png
0x0000,243.222,151.358,-14.064,-161.643,-44.629,61.637,1,7,1743801357076,1743801357074,data_Color_1743801357074.47485351562500.png
0x0000,243.892,151.47,-13.953,-162.373,-45.033,62.124,1,7,1743801357143,1743801357141,data_Color_1743801357141.58886718750000.png
0x0000,244.673,151.47,-13.729,-163.542,-45.69,62.754,1,7,1743801357209,1743801357209,data_Color_1743801357209.17211914062500.png
0x0000,245.455,150.912,-13.953,-164.559,-46.579,63.203,1,7,1743801357276,1743801357276,data_Color_1743801357276.19409179687500.png
0x0000,246.348,150.242,-14.511,-165.448,-47.585,63.356,1,7,1743801357342,1743801357343,data_Color_1743801357343.26220703125000.png
0x0000,247.241,149.461,-15.627,-166.342,-48.4,63.581,1,7,1743801357409,1743801357410,data_Color_1743801357410.40063476562500.png
0x0000,248.022,148.568,-16.632,-166.923,-48.749,63.852,1,7,1743801357476,1743801357477,data_Color_1743801357477.72509765625000.png
0x0000,248.469,147.898,-17.301,-167.232,-48.855,64.106,1,7,1743801357542,1743801357544,data_Color_1743801357544.91186523437500.png
0x0000,249.027,147.117,-17.636,-167.744,-49.036,64.566,1,7,1743801357609,1743801357611,data_Color_1743801357611.95336914062500.png
0x0000,249.473,146.224,-17.525,-168.998,-49.465,65.505,1,7,1743801357675,1743801357679,data_Color_1743801357679.35791015625000.png
0x0000,249.362,145.777,-16.855,-170.745,-49.638,66.708,1,7,1743801357742,1743801357746,data_Color_1743801357746.48852539062500.png
0x0000,248.803,145.666,-16.185,-172.22,-49.101,67.826,1,7,1743801357808,1743801357813,data_Color_1743801357813.59741210937500.png
0x0000,247.799,145.889,-15.739,-173.606,-47.783,68.937,1,7,1743801357875,1743801357880,data_Color_1743801357880.86596679687500.png
0x0000,246.348,145.777,-15.069,-174.794,-45.921,70.111,1,7,1743801357953,1743801357948,data_Color_1743801357948.07592773437500.png
0x0000,245.566,145.777,-14.622,-175.172,-44.935,70.756,1,7,1743801358019,1743801358015,data_Color_1743801358015.50927734375000.png
0x0000,245.232,145.666,-14.064,-175.309,-44.355,71.222,1,7,1743801358086,1743801358082,data_Color_1743801358082.42163085937500.png
0x0000,245.12,145.666,-13.506,-175.369,-44.091,71.547,1,7,1743801358152,1743801358149,data_Color_1743801358149.76806640625000.png
0x0000,244.897,145.442,-13.06,-175.445,-44.003,71.771,1,7,1743801358219,1743801358216,data_Color_1743801358216.84960937500000.png
0x0000,244.785,145.219,-12.502,-175.603,-43.974,71.983,1,7,1743801358285,1743801358284,data_Color_1743801358284.18554687500000.png
0x0000,244.673,144.773,-12.167,-175.772,-43.926,72.112,1,7,1743801358352,1743801358351,data_Color_1743801358351.25585937500000.png
0x0000,244.45,144.549,-11.943,-175.847,-43.819,72.105,1,7,1743801358418,1743801358418,data_Color_1743801358418.49194335937500.png
0x0000,244.227,144.438,-11.832,-175.924,-43.693,72.152,1,7,1743801358485,1743801358485,data_Color_1743801358485.66479492187500.png
0x0000,244.339,144.438,-11.832,-176.017,-43.606,72.222,1,7,1743801358552,1743801358552,data_Color_1743801358552.81103515625000.png
0x0000,244.339,144.326,-11.72,-176.079,-43.539,72.282,1,7,1743801358618,1743801358620,data_Color_1743801358620.00390625000000.png
0x0000,244.45,144.438,-11.497,-176.131,-43.49,72.358,1,7,1743801358685,1743801358687,data_Color_1743801358687.16870117187500.png
0x0000,244.45,144.549,-11.162,-176.365,-43.461,72.586,1,7,1743801358751,1743801358754,data_Color_1743801358754.42163085937500.png
0x0000,244.562,144.884,-10.492,-177.279,-43.51,73.219,1,7,1743801358818,1743801358821,data_Color_1743801358821.82763671875000.png
0x0000,244.897,145.331,-10.158,-178.387,-43.596,73.707,1,7,1743801358885,1743801358888,data_Color_1743801358888.96606445312500.png
0x0000,245.12,145.554,-10.604,-179.7,-43.683,73.903,1,7,1743801358951,1743801358956,data_Color_1743801358956.00268554687500.png
0x0000,245.232,145.666,-11.05,178.731,-43.742,74.061,1,7,1743801359018,1743801359023,data_Color_1743801359023.32568359375000.png
0x0000,244.897,146.0,-10.939,176.571,-43.732,74.475,1,7,1743801359095,1743801359090,data_Color_1743801359090.55346679687500.png
0x0000,244.004,146.224,-10.492,174.543,-43.51,74.965,1,7,1743801359162,1743801359157,data_Color_1743801359157.56030273437500.png
0x0000,242.664,146.447,-10.046,172.472,-42.982,75.451,1,7,1743801359228,1743801359224,data_Color_1743801359224.78881835937500.png
0x0000,240.99,146.447,-9.823,170.345,-42.306,75.888,1,7,1743801359295,1743801359292,data_Color_1743801359292.05371093750000.png
0x0000,239.65,146.112,-10.158,168.342,-41.854,76.385,1,7,1743801359362,1743801359359,data_Color_1743801359359.22778320312500.png
0x0000,238.869,145.666,-10.827,166.563,-41.433,76.792,1,6,1743801359428,1743801359426,data_Color_1743801359426.39331054687500.png
0x0000,237.865,145.219,-11.162,164.792,-40.295,77.023,1,6,1743801359495,1743801359493,data_Color_1743801359493.54248046875000.png
0x0000,236.413,144.996,-11.162,163.341,-38.763,77.134,1,6,1743801359561,1743801359561,data_Color_1743801359561.16040039062500.png
0x0000,235.632,145.331,-10.604,162.433,-38.307,77.464,1,6,1743801359628,1743801359628,data_Color_1743801359628.04370117187500.png
0x0000,235.409,145.554,-9.823,161.864,-38.36,77.701,1,6,1743801359694,1743801359695,data_Color_1743801359695.15234375000000.png
0x0000,235.297,145.554,-9.265,161.43,-38.271,77.799,1,6,1743801359761,1743801359762,data_Color_1743801359762.27099609375000.png
0x0000,235.297,145.554,-8.93,161.056,-38.2,77.948,1,6,1743801359828,1743801359829,data_Color_1743801359829.61645507812500.png
0x0000,235.074,145.666,-8.706,160.704,-38.129,78.169,1,5,1743801359894,1743801359896,data_Color_1743801359896.79150390625000.png
0x0000,234.962,145.554,-8.595,160.355,-38.04,78.418,1,5,1743801359961,1743801359963,data_Color_1743801359963.80468750000000.png
0x0000,234.962,145.554,-8.372,159.962,-37.996,78.699,1,5,1743801360027,1743801360031,data_Color_1743801360031.32202148437500.png
0x0000,234.739,145.442,-8.148,159.552,-38.004,78.969,1,5,1743801360094,1743801360098,data_Color_1743801360098.40283203125000.png
0x0000,234.739,145.442,-7.702,159.236,-38.04,79.171,1,5,1743801360160,1743801360165,data_Color_1743801360165.44458007812500.png
0x0000,234.739,145.554,-7.367,159.028,-38.04,79.343,1,5,1743801360227,1743801360232,data_Color_1743801360232.92553710937500.png
0x0000,234.739,145.554,-7.367,158.89,-38.058,79.493,1,5,1743801360293,1743801360299,data_Color_1743801360299.93334960937500.png
0x0000,234.739,145.554,-7.479,158.772,-38.129,79.628,1,5,1743801360371,1743801360367,data_Color_1743801360367.50122070312500.png
0x0000,234.851,145.554,-7.59,158.668,-38.191,79.79,1,5,1743801360438,1743801360434,data_Color_1743801360434.37133789062500.png
0x0000,235.074,145.554,-7.925,158.435,-38.289,80.482,1,5,1743801360504,1743801360501,data_Color_1743801360501.88452148437500.png
0x0000,235.744,145.219,-8.818,157.826,-38.396,82.814,1,5,1743801360571,1743801360568,data_Color_1743801360568.63085937500000.png
0x0000,235.967,145.219,-9.265,157.307,-38.351,83.842,1,5,1743801360638,1743801360636,data_Color_1743801360636.09521484375000.png
0x0000,235.967,145.442,-9.711,156.642,-38.236,84.586,1,5,1743801360704,1743801360703,data_Color_1743801360703.38720703125000.png
0x0000,235.967,145.777,-10.269,155.702,-38.111,85.39,1,5,1743801360771,1743801360770,data_Color_1743801360770.22851562500000.png
0x0000,235.744,146.224,-10.716,154.003,-38.084,86.594,1,5,1743801360837,1743801360837,data_Color_1743801360837.51000976562500.png
0x0000,235.409,147.005,-10.939,151.769,-38.102,88.097,1,5,1743801360904,1743801360904,data_Color_1743801360904.84350585937500.png
0x0000,235.409,147.451,-11.05,150.202,-38.262,89.091,1,5,1743801360970,1743801360971,data_Color_1743801360971.83032226562500.png
0x0000,235.409,147.786,-11.497,149.114,-38.289,89.697,1,5,1743801361037,1743801361039,data_Color_1743801361039.09594726562500.png
0x0000,234.962,148.233,-11.943,147.748,-37.863,90.505,1,5,1743801361103,1743801361106,data_Color_1743801361106.47167968750000.png
0x0000,234.181,148.679,-11.72,146.107,-37.307,91.557,1,5,1743801361170,1743801361173,data_Color_1743801361173.37353515625000.png
0x0000,233.623,149.126,-11.274,144.565,-36.921,92.556,1,5,1743801361237,1743801361240,data_Color_1743801361240.88891601562500.png
0x0000,233.176,149.684,-10.939,143.064,-36.632,93.637,1,5,1743801361303,1743801361308,data_Color_1743801361308.11962890625000.png
0x0000,232.953,150.13,-11.05,141.362,-36.345,94.869,1,5,1743801361370,1743801361374,data_Color_1743801361374.96069335937500.png
0x0000,233.4,150.688,-11.274,139.458,-36.042,96.372,1,5,1743801361447,1743801361442,data_Color_1743801361442.40917968750000.png
0x0000,233.735,150.8,-11.162,138.298,-36.007,97.458,1,5,1743801361514,1743801361509,data_Color_1743801361509.35229492187500.png
0x0000,233.958,151.135,-10.939,137.287,-35.982,98.476,1,5,1743801361580,1743801361576,data_Color_1743801361576.52709960937500.png
0x0000,233.958,151.358,-10.716,136.263,-35.852,99.424,1,5,1743801361647,1743801361643,data_Color_1743801361643.95605468750000.png
0x0000,233.958,151.47,-10.492,135.305,-35.749,100.208,1,5,1743801361714,1743801361711,data_Color_1743801361711.17626953125000.png
0x0000,233.958,151.47,-10.604,134.562,-35.637,100.885,1,5,1743801361780,1743801361778,data_Color_1743801361778.20434570312500.png
0x0000,233.846,151.358,-10.604,134.01,-35.482,101.475,1,5,1743801361847,1743801361845,data_Color_1743801361845.52270507812500.png
0x0000,233.735,151.023,-10.381,133.587,-35.37,102.047,1,5,1743801361913,1743801361912,data_Color_1743801361912.86767578125000.png
0x0000,233.623,150.8,-10.158,133.26,-35.319,102.558,1,5,1743801361980,1743801361979,data_Color_1743801361979.66430664062500.png
0x0000,233.511,150.688,-10.046,132.976,-35.284,102.991,1,5,1743801362047,1743801362047,data_Color_1743801362047.07299804687500.png
0x0000,233.4,150.577,-9.934,132.711,-35.199,103.364,1,5,1743801362113,1743801362114,data_Color_1743801362114.08227539062500.png
0x0000,233.4,150.688,-9.599,132.472,-35.096,103.69,1,5,1743801362180,1743801362181,data_Color_1743801362181.34350585937500.png
0x0000,233.288,150.688,-9.376,132.172,-35.028,104.092,1,5,1743801362246,1743801362248,data_Color_1743801362248.71508789062500.png
0x0000,233.176,150.8,-9.265,131.781,-34.977,104.558,1,5,1743801362313,1743801362315,data_Color_1743801362315.86010742187500.png
0x0000,233.176,150.912,-9.041,131.25,-34.942,105.09,1,5,1743801362379,1743801362382,data_Color_1743801362382.91796875000000.png
0x0000,233.288,151.135,-8.706,130.59,-34.951,105.721,1,5,1743801362446,1743801362450,data_Color_1743801362450.32153320312500.png
0x0000,233.288,151.358,-8.372,129.799,-35.011,106.398,1,5,1743801362513,1743801362517,data_Color_1743801362517.41723632812500.png
0x0000,233.288,151.581,-8.148,128.813,-35.045,107.076,1,5,1743801362579,1743801362584,data_Color_1743801362584.43725585937500.png
0x0000,233.511,152.028,-8.372,127.472,-34.874,107.807,1,5,1743801362646,1743801362651,data_Color_1743801362651.80249023437500.png
0x0000,234.181,152.251,-8.483,125.834,-35.344,108.782,1,5,1743801362723,1743801362718,data_Color_1743801362718.86669921875000.png
0x0000,235.409,152.028,-8.483,124.325,-36.842,109.944,1,5,1743801362790,1743801362786,data_Color_1743801362786.12207031250000.png
0x0000,237.418,151.916,-8.818,122.373,-38.817,111.866,1,6,1743801362856,1743801362853,data_Color_1743801362853.81127929687500.png
0x0000,239.092,151.693,-9.265,120.989,-40.012,113.353,1,6,1743801362923,1743801362920,data_Color_1743801362920.61010742187500.png
0x0000,239.985,151.135,-9.599,120.024,-40.682,114.238,1,6,1743801362990,1743801362987,data_Color_1743801362987.68994140625000.png
0x0000,240.209,150.465,-9.711,119.168,-41.191,115.002,1,6,1743801363056,1743801363054,data_Color_1743801363054.95507812500000.png
0x0000,240.209,150.13,-9.823,118.446,-41.517,115.8,1,6,1743801363123,1743801363122,data_Color_1743801363122.03564453125000.png
0x0000,239.985,149.796,-9.934,117.928,-41.77,116.46,1,6,1743801363189,1743801363189,data_Color_1743801363189.26171875000000.png
0x0000,239.762,149.349,-10.046,117.657,-42.07,116.923,1,6,1743801363256,1743801363256,data_Color_1743801363256.60131835937500.png
0x0000,239.762,149.014,-10.158,117.472,-42.448,117.269,1,6,1743801363322,1743801363323,data_Color_1743801363323.66845703125000.png
0x0000,239.874,148.568,-10.269,117.256,-42.781,117.588,1,6,1743801363389,1743801363390,data_Color_1743801363390.77026367187500.png
0x0000,239.874,148.121,-10.381,116.869,-43.077,118.026,1,6,1743801363455,1743801363458,data_Color_1743801363458.41528320312500.png
0x0000,239.762,147.786,-10.492,116.086,-43.51,118.864,1,6,1743801363522,1743801363525,data_Color_1743801363525.17675781250000.png
0x0000,239.985,147.117,-9.934,114.319,-44.492,120.801,1,6,1743801363589,1743801363592,data_Color_1743801363592.39965820312500.png
0x0000,240.655,146.447,-9.153,112.017,-45.61,123.46,1,6,1743801363655,1743801363660,data_Color_1743801363660.04809570312500.png
0x0000,241.325,146.112,-8.595,109.826,-46.335,126.102,1,6,1743801363722,1743801363726,data_Color_1743801363726.76831054687500.png
0x0000,242.106,145.889,-8.372,107.464,-46.691,128.873,1,6,1743801363788,1743801363793,data_Color_1743801363793.94995117187500.png
0x0000,242.776,145.889,-8.372,104.494,-46.691,132.468,1,6,1743801363866,1743801363861,data_Color_1743801363861.24389648437500.png
0x0000,243.669,145.777,-8.595,101.669,-46.619,135.929,1,6,1743801363933,1743801363928,data_Color_1743801363928.36791992187500.png
0x0000,244.115,145.331,-8.93,99.088,-46.528,138.907,1,7,1743801363999,1743801363995,data_Color_1743801363995.49194335937500.png
0x0000,244.227,145.107,-9.153,97.18,-46.163,141.233,1,7,1743801364066,1743801364062,data_Color_1743801364062.86791992187500.png
0x0000,244.673,144.773,-9.153,95.34,-45.731,143.593,1,7,1743801364132,1743801364129,data_Color_1743801364129.93530273437500.png
0x0000,245.008,144.326,-9.599,94.012,-45.311,145.38,1,7,1743801364199,1743801364197,data_Color_1743801364197.18945312500000.png
0x0000,245.008,143.656,-10.158,93.584,-44.994,146.0,1,7,1743801364265,1743801364264,data_Color_1743801364264.50122070312500.png
0x0000,244.897,143.098,-10.716,93.475,-45.004,146.258,1,7,1743801364332,1743801364331,data_Color_1743801364331.76635742187500.png
0x0000,244.897,142.54,-11.385,93.536,-45.192,146.395,1,7,1743801364399,1743801364398,data_Color_1743801364398.93530273437500.png
0x0000,244.785,141.647,-12.39,93.861,-45.59,146.304,1,7,1743801364465,1743801364465,data_Color_1743801364465.67553710937500.png
0x0000,244.562,140.754,-13.283,94.129,-46.092,146.089,1,7,1743801364532,1743801364532,data_Color_1743801364532.95117187500000.png
0x0000,244.562,140.419,-13.729,93.879,-46.264,146.248,1,7,1743801364598,1743801364600,data_Color_1743801364600.12988281250000.png
0x0000,244.339,140.419,-13.841,93.653,-46.234,146.453,1,7,1743801364665,1743801364667,data_Color_1743801364667.61401367187500.png
0x0000,244.339,140.419,-13.841,93.579,-46.193,146.531,1,6,1743801364731,1743801364734,data_Color_1743801364734.58593750000000.png
0x0000,244.115,140.531,-13.729,93.409,-46.052,146.743,1,6,1743801364798,1743801364801,data_Color_1743801364801.82666015625000.png
0x0000,243.892,140.643,-13.618,92.938,-45.921,147.222,1,6,1743801364865,1743801364868,data_Color_1743801364868.93994140625000.png
0x0000,243.78,140.419,-13.618,92.627,-46.163,147.335,1,6,1743801364931,1743801364936,data_Color_1743801364936.12988281250000.png
0x0000,243.111,138.745,-12.836,92.939,-48.18,145.329,1,6,1743801364998,1743801365003,data_Color_1743801365003.31958007812500.png
0x0000,241.436,134.838,-11.385,93.668,-52.498,141.538,1,6,1743801365075,1743801365070,data_Color_1743801365070.58886718750000.png
0x0000,240.209,130.485,-10.604,93.876,-56.944,139.075,1,6,1743801365142,1743801365137,data_Color_1743801365137.78027343750000.png
0x0000,239.092,127.248,-10.492,94.404,-60.035,137.329,1,6,1743801365208,1743801365204,data_Color_1743801365204.92700195312500.png
0x0000,238.423,125.685,-10.492,94.882,-61.364,136.352,1,6,1743801365275,1743801365272,data_Color_1743801365272.22167968750000.png
0x0000,237.865,125.016,-10.604,94.778,-61.835,136.195,1,6,1743801365342,1743801365339,data_Color_1743801365339.42968750000000.png
0x0000,237.195,124.569,-10.716,94.312,-62.103,136.364,1,6,1743801365408,1743801365406,data_Color_1743801365406.63134765625000.png
0x0000,236.637,123.899,-10.716,93.705,-62.418,136.518,1,6,1743801365475,1743801365473,data_Color_1743801365473.91503906250000.png
0x0000,235.967,123.341,-10.604,92.89,-62.753,136.859,1,6,1743801365541,1743801365540,data_Color_1743801365540.96289062500000.png
0x0000,235.632,122.783,-10.381,92.005,-63.013,137.356,1,5,1743801365608,1743801365608,data_Color_1743801365608.14843750000000.png
0x0000,235.409,122.337,-10.158,91.433,-63.308,137.677,1,5,1743801365674,1743801365675,data_Color_1743801365675.35717773437500.png
0x0000,235.409,122.113,-10.158,90.945,-63.621,137.953,1,5,1743801365741,1743801365742,data_Color_1743801365742.58349609375000.png
0x0000,235.297,121.779,-10.158,90.271,-63.953,138.403,1,5,1743801365808,1743801365809,data_Color_1743801365809.69433593750000.png
0x0000,235.074,120.997,-10.046,89.364,-64.565,138.839,1,5,1743801365874,1743801365876,data_Color_1743801365876.89428710937500.png
0x0000,233.958,119.1,-9.488,89.136,-66.107,137.97,1,5,1743801365941,1743801365944,data_Color_1743801365944.19946289062500.png
0x0000,231.949,116.644,-9.041,90.526,-68.122,135.385,1,5,1743801366007,1743801366011,data_Color_1743801366011.30126953125000.png
0x0000,230.051,113.965,-8.372,93.271,-63.493,131.698,1,5,1743801366074,1743801366078,data_Color_1743801366078.57934570312500.png
0x0000,228.042,111.621,-7.702,97.378,-65.855,126.87,1,5,1743801366140,1743801366145,data_Color_1743801366145.79223632812500.png
0x0000,225.809,109.947,-6.697,102.32,-67.553,121.273,1,5,1743801366218,1743801366213,data_Color_1743801366213.02539062500000.png
0x0000,224.47,108.831,-6.251,103.943,-68.364,119.167,1,5,1743801366285,1743801366280,data_Color_1743801366280.19433593750000.png
0x0000,223.577,108.049,-5.804,103.411,-68.752,119.279,1,5,1743801366351,1743801366347,data_Color_1743801366347.38769531250000.png
0x0000,222.684,107.156,-5.135,102.239,-69.052,120.036,1,5,1743801366418,1743801366414,data_Color_1743801366414.53759765625000.png
0x0000,221.679,106.375,-4.465,100.767,-69.209,121.085,1,4,1743801366484,1743801366481,data_Color_1743801366481.74487304687500.png
0x0000,221.01,105.928,-3.907,99.574,-69.122,122.059,1,4,1743801366551,1743801366548,data_Color_1743801366548.93798828125000.png
0x0000,220.563,105.705,-3.907,99.281,-69.085,122.221,1,4,1743801366618,1743801366616,data_Color_1743801366616.53051757812500.png
0x0000,220.34,105.482,-4.465,99.239,-69.167,122.174,1,4,1743801366684,1743801366683,data_Color_1743801366683.37280273437500.png
0x0000,220.117,105.147,-5.358,98.826,-69.399,122.305,1,4,1743801366751,1743801366750,data_Color_1743801366750.54931640625000.png
0x0000,219.447,104.477,-6.809,98.418,-69.966,121.69,1,4,1743801366817,1743801366817,data_Color_1743801366817.64428710937500.png
0x0000,218.331,103.361,-7.925,99.6,-70.847,118.321,1,4,1743801366884,1743801366884,data_Color_1743801366884.94189453125000.png
0x0000,217.438,101.91,-8.148,101.76,-71.703,113.596,1,4,1743801366950,1743801366952,data_Color_1743801366952.10644531250000.png
0x0000,216.88,100.347,-7.479,104.972,-72.126,108.139,1,4,1743801367017,1743801367019,data_Color_1743801367019.23730468750000.png
0x0000,216.545,99.12,-6.586,109.838,-71.644,101.605,1,4,1743801367083,1743801367087,data_Color_1743801367087.00512695312500.png
0x0000,216.433,98.227,-5.916,114.661,-70.696,95.718,1,4,1743801367150,1743801367153,data_Color_1743801367153.70678710937500.png
0x0000,216.545,97.222,-5.469,118.693,-70.102,90.881,1,4,1743801367217,1743801367220,data_Color_1743801367220.81201171875000.png
0x0000,216.657,96.664,-5.135,121.082,-69.626,87.784,1,4,1743801367283,1743801367288,data_Color_1743801367288.06958007812500.png
0x0000,216.88,96.441,-4.911,121.469,-69.382,87.005,1,4,1743801367350,1743801367355,data_Color_1743801367355.33959960937500.png
0x0000,217.215,95.994,-4.576,120.892,-69.507,87.429,1,3,1743801367427,1743801367422,data_Color_1743801367422.43237304687500.png
0x0000,217.326,95.771,-4.465,120.579,-69.652,87.707,1,3,1743801367494,1743801367489,data_Color_1743801367489.83789062500000.png
0x0000,217.661,94.655,-4.8,119.442,-70.303,88.755,1,3,1743801367560,1743801367556,data_Color_1743801367556.91528320312500.png
0x0000,217.326,93.985,-5.358,118.681,-70.754,89.272,1,4,1743801367627,1743801367624,data_Color_1743801367624.08471679687500.png
0x0000,216.88,94.097,-5.916,117.483,-71.001,90.105,1,3,1743801367694,1743801367691,data_Color_1743801367691.26245117187500.png
0x0000,215.987,94.99,-6.697,115.131,-71.144,91.671,1,3,1743801367760,1743801367758,data_Color_1743801367758.32910156250000.png
0x0000,215.094,96.552,-7.255,114.194,-70.653,91.94,1,3,1743801367827,1743801367825,data_Color_1743801367825.62915039062500.png
0x0000,214.647,98.115,-7.032,113.192,-69.923,92.522,1,3,1743801367893,1743801367892,data_Color_1743801367892.82714843750000.png
0x0000,214.313,100.236,-6.586,111.884,-68.602,93.597,1,3,1743801367960,1743801367960,data_Color_1743801367960.08569335937500.png
